30263646,120158608
30255002,120139728
30255002,120139728
30258056,120138896
30263390,120153744
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30183016,120255360
30183016,120255360
30183016,120255360
30229800,119704616
30229800,119704616
30229800,119704616
30229800,119704616
30229800,119704616
30229800,119704616
30228612,119699448
30232990,119704072
30232990,119704072
30232990,119704072
30232990,119704072
30229800,119704616
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30190830,120256672
30202342,120258648
30211230,120253792
30214096,120163984
30216020,120166488
30260846,120162632
30209690,120210280
30209690,120210280
30211112,120207264
30211112,120207264
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30313462,120141080
30230904,120264064
30204730,120280400
30174750,120286584
30139570,120322336
30418692,120313328
30418692,120313328
30418642,120313440
30234340,120423216
30251270,120422632
30251270,120422632
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30210470,120198576
30215480,120200128
30215480,120200128
30213054,120195240
30213054,120195240
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30263646,120158608
30259110,120173424
30259110,120173424
30259806,120173304
30259806,120173304
30260472,120173464
30260080,120170256
30260080,120170256
30260080,120170256
30260080,120170256
30275834,120126016
30276530,120125776
30276446,120125984
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30269840,120142720
30259920,120165232
30293416,120208304
30293416,120208304
30300880,120204048
30262600,120168056
30261300,120171288
30262600,120168056
30261300,120171288
30274022,120133192
30273348,120137232
30274440,120141672
30274440,120141672
30324000,120141800
30328950,120141576
30304722,120343616
30304722,120343616
30304722,120343616
30308470,120210552
30306420,120230272
30318532,120347056
30311820,120347696
30304722,120343616
30304722,120343616
30304722,120343616
30307750,120339264
30307750,120339264
30304170,120339440
30304170,120339440
30304722,120343616
30183110,120255336
30183016,120255360
30186410,120247120
30186410,120247120
30183110,120255336
30183110,120255336
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30183016,120255360
30295280,120080832
30310912,120068472
30310420,120062552
30229700,119714008
30229700,119714008
30266130,120159920
30263646,120158608
30263646,120158608
30263646,120158608
30258056,120138896
30254500,120159152
30263646,120158608
30263646,120158608
30263646,120158608
30262270,120129176
30264002,120147224
30264002,120147224
30409650,120303880
30409650,120303880
30409650,120303880
30409630,120298976
30409630,120298976
30409770,120303688
30409770,120303688
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30409650,120303880
30266130,120159920
30255260,120166800
30252722,120164544
30253288,120169000
30252800,120168856
30295240,120105064
30274670,120112768
30274670,120112768
30269520,120128920
30274300,120128864
30273348,120137232
30259920,120165232
30274300,120128864
30306110,120259440
30304508,120268304
30303330,120281304
30303330,120281304
30300840,120295464
30301112,120300832
30304170,120339440
30304170,120339440
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30304722,120343616
30219610,120131976
