3,7,1006,1567
3,3,1002,51332
3,4,1013,43009
3,10,1009,57541
3,10,1009,57302
3,10,1009,7382
3,3,1002,58474
3,6,1005,5098
3,4,1003,8380
3,4,1003,8590
3,4,1003,49301
3,1,1001,5708
3,8,1007,1551
3,8,1007,45316
3,8,1007,1068
3,8,1007,1033
3,8,1007,41208
3,8,1007,51157
3,8,1007,51138
3,8,1007,41275
3,10,1009,47334
3,10,1009,47862
3,10,1009,47541
3,10,1009,7051
3,10,1009,47764
3,9,1008,53521
3,9,1008,3581
3,9,1008,3102
3,9,1008,3953
3,9,1008,3723
3,9,1008,3544
3,9,1008,43723
3,9,1008,3262
3,7,1006,52774
3,7,1006,52713
3,8,1007,50997
3,4,1003,7940
3,7,1006,1625
3,1,1001,41183
3,8,1007,42949
3,3,1002,310
3,7,1006,2720
3,10,1009,3684
3,5,1004,40645
3,6,1005,48156
3,5,1004,50416
3,2,1002,424
3,9,1008,51005
3,5,1004,41205
3,3,1002,50425
3,6,1005,9016
3,5,1004,254
3,4,1003,7050
3,4,1003,7060
3,3,1002,8699
3,3,1002,58606
3,3,1002,8339
3,3,1002,299
3,7,1006,52368
3,7,1006,52153
3,7,1006,52093
3,7,1006,52916
3,7,1006,52864
3,7,1006,52474
3,7,1006,52473
3,7,1006,52451
3,7,1006,52442
3,7,1006,52128
3,2,1002,50432
3,7,1006,42831
3,7,1006,2906
3,7,1006,42041
3,7,1006,52231
3,5,1004,4137
3,5,1004,41740
3,6,1005,5108
3,7,1006,2370
3,5,1004,5489
3,5,1004,42620
3,1,1001,42799
3,4,1013,41359
3,5,1004,41879
3,4,1013,40519
3,2,1002,677
3,5,1004,1195
3,7,1006,1626
3,4,1013,51865
3,8,1007,1337
3,1,1001,53915
3,3,1002,43060
3,5,1004,801
3,7,1006,52465
3,1,1001,9102
3,5,1004,48754
3,8,1007,1867
3,5,1004,59833
3,9,1008,5842
3,9,1008,45842
3,9,1008,55842
3,6,1005,7529
3,7,1006,52512
3,7,1006,42647
3,3,1002,9662
3,2,1002,270
3,1,1001,3385
3,2,1002,50211
3,2,1002,9050
3,2,1002,50803
3,7,1006,42087
3,5,1004,59404
3,8,1007,41063
3,9,1008,51015
3,4,1013,2065
3,4,1013,1153
3,4,1003,51775
3,5,1004,885
3,10,1009,1475
3,8,1007,51274
3,7,1006,7482
3,5,1004,8259
3,4,1003,59774
3,7,1006,2136
3,5,1004,50513
3,7,1006,42378
3,7,1006,42673
3,7,1006,2902
3,7,1006,6529
3,8,1007,51545
3,1,1001,3989
3,2,1002,9880
3,2,1002,9860
3,2,1002,8150
3,2,1002,9867
3,1,1001,9743
3,5,1004,44965
3,5,1004,8667
3,8,1007,1679
3,8,1007,41114
3,7,1006,6901
3,7,1006,2589
3,8,1007,51031
3,8,1007,51456
3,5,1004,754
3,6,1005,51397
3,8,1007,50863
3,4,1003,8553
3,6,1005,42085
3,8,1007,1331
3,7,1006,42448
3,7,1006,52344
3,7,1006,42584
3,5,1004,3196
3,3,1002,51057
3,2,1002,49374
3,2,1002,5324
3,3,1002,50931
3,3,1002,6249
3,3,1002,8462
3,2,1002,1097
3,10,1009,57203
3,5,1004,45806
3,1,1001,1256
3,4,1013,3210
3,11,1010,3421
3,11,1010,43421
3,11,1010,53421
3,11,1010,5134
3,11,1010,55134
3,11,1010,43353
3,11,1010,53353
3,11,1010,4144
3,11,1010,44144
3,4,1003,1732
3,4,1003,42105
3,7,1006,2905
3,7,1006,2471
3,7,1006,2240
3,8,1007,1407
3,7,1006,2606
3,7,1006,2174
3,5,1004,59715
3,8,1007,1507
3,8,1007,1707
3,3,1002,7620
3,6,1005,7645
3,6,1005,9467
3,2,1002,4897
3,5,1004,58992
3,7,1006,52692
3,7,1006,42722
3,7,1006,52892
3,7,1006,52922
3,7,1006,42021
3,7,1006,52441
3,7,1006,52671
3,4,1013,44328
3,1,1001,55678
3,2,1002,7969
3,4,1003,8692
3,7,1006,2069
3,9,1008,3424
3,5,1004,7818
3,2,1002,4926
3,5,1004,549
3,4,1013,50774
3,5,1004,99
3,8,1007,1536
3,10,1009,47924
3,8,1007,51252
3,8,1007,1161
3,8,1007,51651
3,8,1007,1903
3,8,1007,1621
3,10,1009,7354
3,8,1007,5197
3,4,1003,40251
3,8,1007,45197
3,8,1007,55197
3,1,1001,456
3,2,1002,41129
3,7,1006,40790
3,5,1004,41229
3,4,1003,50324
3,4,1003,40345
3,3,1002,40290
3,2,1002,40250
3,2,1002,40820
3,4,1003,9122
3,7,1006,2759
3,3,1002,9167
3,7,1006,2459
3,2,1002,160
3,4,1013,6366
3,4,1013,3596
3,4,1003,49302
3,4,1013,49991
3,5,1004,4636
3,4,1003,9397
3,3,1002,5899
3,3,1002,5819
3,8,1007,1937
3,7,1006,2831
3,8,1007,6326
3,8,1007,46326
3,8,1007,56326
3,6,1005,146
3,4,1013,4238
3,5,1004,3175
3,5,1004,5093
3,3,1002,4759
3,10,1009,7082
3,7,1006,52054
3,8,1007,1274
3,3,1002,3559
3,2,1002,9646
3,5,1004,59082
3,8,1007,6321
3,5,1004,7344
3,6,1005,40180
3,9,1008,40213
3,5,1004,40297
3,4,1013,40490
3,5,1004,51310
3,4,1013,355
3,6,1005,40149
3,9,1008,5853
3,9,1008,45853
3,1,1001,5720
3,9,1008,43483
3,5,1004,45000
3,5,1004,58598
3,5,1004,7455
